name,description,cook_time,level,servings,instructions,image_path
Canh Cà Chua Thịt Bò,"Hãy bổ sung ngay món canh cà chua thịt bò này vào thực đơn bữa ăn hàng ngày của gia đình mình nhé. Chỉ mất 15 phút là bạn đã có món canh thơm ngon bổ dưỡng với vị chua nhẹ của cà chua cùng miếng bò chín mềm béo ngậy, thêm chút giòn giòn của phần gân chắc hẳn sẽ khiến bạn ăn mãi không thôi!",20,Dễ,4,"Ngò gai băn nhỏ, hành lá và ngò rí cắt nhỏ, cà chua cắt múi cau, khoai tây cắt khối vuông nhỏ.
Trộn đều thịt bò và thịt heo. Ướp với 1m hành tím băm, ngò gai băm, 1/3m muối, 1/3m tiêu, 1/2m đường, 1/2m bột ngọt AJI-NO-MOTO®,  trộn đều. Vo viên tròn.
Đun nóng dầu ăn, cho hành vào phi thơm, rồi cho cà chua vào xào với 1/3m muối, 1/3m đường. Trút ra tô.
Thêm 1 lít nước vào nồi, cho khoai tây vào, nêm thêm 1/2m muối, 1/2m bột ngọt AJI-NO-MOTO®, đậy nắp lại chờ khoai tây chín. Nước sôi khoảng 5 phút, thả thịt viên vào, nấu chín mềm. Tiếp tục cho cà chua đã xào vào, nấu sôi lại, thêm 1M nước mắm, hành lá, ngò rí, tắt lửa.
Dùng nóng với cơm trắng.",recipe_images/Canh_cà_chua_thịt_bò.jpg
Mít Non Om Nước Cốt Dừa,"Một món chay có hương vị khá cầu kỳ, rất thích hợp trong những dịp đặc biệt để chiêu đãi bạn bè và người thân! Nước dừa om sánh sệt, béo thơm và đậm đà vị nước tương quyện cùng mít non, khoai sọ chín mềm, bùi dẻo, không những hài hòa về hương vị mà còn rất bổ dưỡng nữa!",45,Dễ,4,"Mít non cắt miếng hình tam giác, bỏ bớt phần lõi mít.
Tàu hũ ky cắt khúc 3cm, khoai sọ cắt đôi, 5 trái ớt hiểm đập giập, rau răm cắt nhỏ.
Làm nóng dầu cho hành boa-rô băm, sả băm và ớt hiểm vào phi thơm, cho mít non vào xào, thêm tàu hủ ky, khoai môn sọ vào, xào cho rám mặt.
Cho vào nồi 2M xốt dầu gấc, 3 chén nước dão dừa, nêm 1M đường, 1m Hạt nêm Aji-ngon® từ nấm hương và hạt sen, 1m bột ngọt AJI-NO-MOTO®, 4M nước tương “Phú Sĩ” đảo đều, đậy nắp để nhỏ lửa om khoảng 15p cho đến khi nước sệt lại, mít chín mềm, cho ớt hiểm và 1 chén nước cốt dừa vào để sôi lại, tắt lửa.
Cuối cùng cho rau quế vào.
Dùng kèm bún hoặc bánh mì.",recipe_images/Mít_non_om_nước_cốt_dừa.jpg
Cơm Chiên Nấm Mặn,"Món chay ngon tuyệt cho những tín đồ cơm chiên! Cơm được ướp đều thấm vị, riêng nấm hương được ướp bột chiên giòn đậm đà, đặc biệt là sau cùng cơm còn được trộn thêm với bột rong biển khiến món ăn càng dậy mùi thơm ngon thật hấp dẫn. Đúng là một món chay vừa hấp dẫn vừa bổ dưỡng cho cả gia đình phải không nào!",30,Dễ,4,"Nấm đông cô ngâm nở, cắt sợi vừa ăn. Củ năng cắt hạt lựu. Ngò rí cắt nhỏ.
Nấm bào ngư rửa sạch, vắt ráo nước, cắt sợi vừa ăn. Ướp nấm với 1/2M hạt nêm Aji-ngon® từ nấm hương và hạt sen, 1/2M nước tương “Phú Sĩ”, trộn đều. Tẩm nấm qua bột mì, cho vào chiên ngập dầu, đến khi vàng, vớt ra để ráo dầu.
Trộn đều cơm trắng với 1m hạt nêm Aji-ngon® từ nấm hương và hạt sen, 1/2m bột ngọt AJI-MO-NO-MOTO®, 1/2m đường, 1M dầu mè, 1M nước tương “Phú Sĩ”. Để thấm.
Phi thơm hành boa-rô, rồi cho nấm đông cô vào xào săn, cho tiếp củ năng và cơm đã trộn gia vị vào đảo đều đến khi hạt cơm săn lại, nếm vị vừa ăn, tắt lửa, cuối cuối cùng cho nấm bào ngư và rong biển vào trộn đều.
Cho cơm ra dĩa, rắc ngò rí và ít tiêu lên trên, dùng nóng với nước tương “Phú Sĩ” và ớt cắt lát.",recipe_images/Cơm_chiên_nấm_mặn.jpg
Gỏi Bưởi Chay,"Cùng biến hóa loại trái cây tươi mát này trong món chay thực dưỡng đặc biệt của ngày hôm nay nào. Món ăn đơn giản vừa bổ sung thêm vitamin C cho cơ thể, vừa ngon miệng và hấp dẫn tuyệt vời. Những tép bưởi mọng nước trộn cùng với tàu hũ ky, sườn non chay và hạt sen cùng nước xốt chua ngọt sánh sệt chắc hẳn sẽ khiến bạn và người thân hoàn toàn xiêu lòng!",45,Dễ,4,"Bưởi lột vỏ, tách lấy từng múi, bẻ miếng khoảng 3cm. Chanh vàng mài phần vỏ lấy 1.5m vỏ chanh, phần ruột vắt lấy 1.5M nước cốt. Cần tàu cắt khúc 3cm.
Tàu hũ ky chiên giòn để ráo dầu, bẻ miếng vừa ăn.
Sườn non chay ngâm nở rồi vắt ráo nước, xé sợi nhỏ, ướp 1/4m hạt nêm Aji-ngon® từ nấm hương và hạt sen, sau đó chiên giòn, để ráo dầu.
Pha nước trộn gỏi: 2M đường, 1m muối, 2m vỏ chanh mài, 1.5M nước cốt chanh, 1M nước mắm chay, 1/2m ớt băm.
Trong 1 tô lớn, trộn chung các nguyên liệu: bưởi, 1/2 lượng tàu hũ ky chiên, cần tàu, 1 quả ớt sừng cắt sợi, boa-rô phi, rau húng lũi và mè trắng rang với nước trộn gỏi.
Trình bày gỏi ra dĩa, cho 2/3 lượng sườn chay, tàu hủ ky chiên lên mặt. Rắc thêm boa-rô phi, dừa nạo, húng lũi, rưới thêm nước trộn gỏi.",recipe_images/Gỏi_bưởi_chay.jpg
"Cá Cơm, Bắp Chiên Phô Mai","Giòn giòn và beo béo, món Cá cơm bắp chiên phô mai này chắc hẳn sẽ là lựa chọn tuyệt vời để ăn vặt và nhâm nhi cùng bạn bè, người thân trong dịp lễ 30/4 này đó! Bắp tươi ngọt thanh cùng cá cơm giòn rụm được áo một lớp phô mai mỏng thơm lừng trông thật hấp dẫn, càng khiến cho ngày họp mặt vui càng thêm vui!",20,Dễ,4,"Đun nước sôi, luộc sơ bắp, vớt ra để ráo.
Cá cơm ướp với 1/2m hạt nêm Aji-ngon®.
Đập trứng ra tô, đánh đều lên, nhúng bắp vào trứng, lọc qua rây sau đó tẩm bắp qua Aji-Quick® Bột Tẩm Khô Chiên Giòn. Rây lại bắp để loại bỏ bột dư.
Đun nóng dầu, thả bắp vào chiên ngập dầu. Vớt bắp ra, để ráo dầu.
Thực hiện tương tự với cá cơm.
Cho cá cơm và bắp chiên ra dĩa, rắc thêm phô mai bột, hành lá, ngò rí. Dùng kèm với rau xà lách.","recipe_images/Cá_cơm,_bắp_chiên_phô_mai.jpg"
Bao Tử Kho Xốt Cay,"Công thức hấp dẫn cho những ai mê món bao tử! Thay vì nấu phá lấu hay bao tử khìa quen thuộc, hãy thử kho xốt cay để có những miếng bao tử dai giòn sần sật cay nhẹ vị ớt và thơm thơm mùi gừng khiến bạn muốn ăn mãi không thôi. Công thức lại đơn giản, dễ làm, còn chần chừ gì mà không thử ngay bạn nhỉ?",35,Dễ,4,"Bao tử rửa sạch, để ráo rồi cắt miếng vừa ăn ướp vào 2m bột ngọt AJI-NO-MOTO®, 1m tiêu sọ bể, 2M đường, 1M dầu hào, 1M giấm gạo lên men của Ajinomoto, 2M ớt hiểm băm, 3M nước tương “Phú Sĩ “, trộn đều để bao tử 20 phút cho bao tử thấm gia vị. Hành tím, tỏi củ đập dập.
Làm nóng dầu cho tỏi đập dập, hành tím đập dập, gừng băm vào phi thơm, sau đó cho hoa xuyên tiêu vào, cho bao tử vào xào săn rám mặt, cho nước dừa vào từ từ, kho với lửa vừa cho đến khi bao từ mềm và nước kho sánh sệt, màu dầu điều vào đảo đều tắt lửa. Cho đầu hành lá vào.
Múc bao tử ra dĩa cho ít hành lá cắt nhỏ lên trên dùng nóng kèm cơm trắng.",recipe_images/Bao_tử_kho_xốt_cay.jpg
Bún Gạo Xào Rau Củ,"Món bún xào ngon tuyệt và cực kỳ dễ làm này sẽ khiến bữa ăn chay của bạn thêm hấp dẫn đây. Nhờ công thức bí mật từ chương trình, sợi bún gạo chín mềm mà không bị nhũn, rau củ giòn ngọt, gà xé sợi thơm ngon thấm vị, tất cả hoà chung quyện trong mỗi miếng ăn thật kích thích vị giác!",20,Dễ,4,"Ngâm bún gạo cho mềm, vớt ra để ráo, trộn với 1M nước tương “Phú Sĩ”.
Đậu hũ cắt sợi. Cải ngọt, cần tàu cắt khúc. Cà rốt cắt sợi. Nấm rơm chẻ đôi, ướp với 1/4m hạt nêm Aji-ngon® và 1/4m đường. Gà chay xé sợi.
Phi thơm hành boa-rô, cho nấm rơm vào xào chín, thêm 1 chút nước, rồi cho cà rốt, cải ngọt, giá sống vào xào, rưới thêm một chút nước. Cho bún gạo vào trộn đều, sau đó cho tiếp đậu hũ và gà xé sợi vào, nêm với 1/3m muối, 1/2m đường, 1/3m bột ngọt AJI-NO-MOTO®, 1M nước tương “Phú Sĩ”, nếm vị vừa ăn.
Làm nước tương: 2M đường, 3M nước tương “Phú Sĩ”, 2M nước đun sôi để nguội, 1M nước cốt chanh, 1m ớt băm. Đun nóng dầu ăn, cho đậu hũ, gà chay vào chiên giòn, vớt ra, để nguội.
Cho bún xào ra đĩa, rắc thêm đậu phộng rang. Rưới nước tương pha, trộn đều, dùng ngay.",recipe_images/Bún_gạo_xào_rau_củ.jpg
Tôm Thịt Xào Mắm Ruốc,"Thêm một món ngon mới lạ bổ sung vào thực đơn hằng ngày của bạn đây! Thịt tôm tươi ngọt tự nhiên được áo 1 lớp mắm ruốc và xả thơm lừng. Miếng thịt mềm mềm, thấm vị ruốc ăn kèm với rau củ tươi mát chắc hẳn sẽ khiến bạn phải ăn mãi không thôi!",45,Dễ,4,"Thịt ba rọi cắt cọng dài, vuông 1cm. Tôm đất để vỏ, cắt bỏ râu và phần nhọn. Tôm khô ngâm mềm, giã nhỏ.
Cho 2M nước vào chén mắm ruốc hòa tan và lọc lại để loại bỏ tạp chất.
Phi thơm 2M tỏi băm, 4M sả băm và 1M ớt băm, cho thịt ba rọi vào xào săn, thêm 1M nước, xào cho thịt vàng đều, cho tôm đất vào xào thơm, đổ chén mắm ruốc vào xào, nêm 1/2m bột ngọt AJI-NO-MOTO®, 3M đường, xào đến khi thịt săn lại, cuối cùng cho tôm khô, 2 trái ớt hiểm đập dập vào, xào cho săn lại.
Ăn kèm với món khổ qua bào, dưa leo và cà chua xanh cắt lát.",recipe_images/Tôm_thịt_xào_mắm_ruốc.jpg
Gà Kho Rau Củ,"Để bổ sung vitamin cho món thịt kho, bạn hãy thử công thức Gà kho rau củ mát lành và lạ miệng này nhé. Gà được kho mềm với củ sen, măng và cà rốt, quyện trong nước kho sóng sánh màu nâu đỏ thật hấp dẫn! Đây chắc hẳn sẽ là món ngon vừa lạ miệng vừa đầy đủ dinh dưỡng cho cả nhà đó!",45,Dễ,4,"Thịt gà cắt miếng vừa ăn 3-4cm. Ướp gà với 1m muối, 1M đường 1m ớt bột, 1,5m hạt nêm Aji-ngon®, 1M hành tỏi băm, 3M nước tương “Phú Sĩ”.
Củ sen cắt lát dày 5 li. Cà rốt, măng cắt miếng. Nấm đông cô ngăm nở cắt bỏ chân, luộc lại với một ít hạt nêm, cắt đôi. Hành tây cắt múi cau. Sả cây (4 cây) đập dập, cắt khúc 5cm.
Đun nóng 2M dầu màu điều, cho sả cây vào xào thơm, cho thịt vào đảo cho thật săn, cho thêm cà rốt, củ sen, măng vào kho, thêm nước hoặc 1 chén nước dừa tươi cho xăm xắp thịt, kho lửa vừa đến khi thịt gà vừa chín.
Khi thịt vừa chín, thêm 2 trái ớt hiểm đập dập, nấm đông cô và kho thêm 3 phút cho thịt gà chín mềm. Khi nước kho hơi cạn, thêm hành tây, hành lá cắt khúc, đảo đều rồi tắt lửa, cho thêm 1m dầu mè.
Múc thịt gà và rau củ ra đĩa. Dùng nóng với cơm trắng.",recipe_images/Gà_kho_rau_củ.jpg
Lẩu Nhúng Cay,"Thêm một món lẩu mới lạ với thịt bò, bạch tuộc, ba rọi heo và đậu hũ non trong nước lẩu chua cay đậm đà. Các loại thịt được nhúng chín còn giữ nguyên vị ngọt, ăn kèm các loại rau như nấm, cải thảo, bông hành… rất hấp dẫn. Đây chắc hẳn sẽ là lựa chọn tuyệt vời cho những ngày cuối tuần sum họp bên nhau!",45,Dễ,4,"Thịt cổ bò, thịt ba rọi cắt lát mỏng, bạch tuộc làm sạch, cắt miếng vừa ăn, đậu hũ cắt khối vuông 2cm, thanh cua cắt xéo, xếp tất cả lên dĩa.
Chuẩn bị các loại rau và nấm ăn lẩu: nấm rơm, nấm bào ngư, nấm kim châm, cải thảo, bông hành, bông thiên lý. Xếp tất cả ra dĩa cho đẹp mắt.
Làm nóng dầu cho hành tím bào, ớt băm vào phi thơm, cho nước dùng, đậu hũ vào nấu sôi, nêm 1/2M muối, 1M đường, 2M nước mắm, 3M xốt Tasbaco, 1M bột ngọt AJI-NO-MOTO® khuấy đều cho gia vị tan, cuối cùng nêm vào 1M giấm gạo lên men của Ajinomoto rồi tắt lửa.
Múc nước dùng, đậu hũ ra lẩu dùng kèm các loại thịt, thanh cua và rau.",recipe_images/Lẩu_nhúng_cay.jpg
Gà Xào Cà Ri,"Dễ làm, nhanh gọn nhưng lại có hương vị rất đặc trưng, món Gà xào cà ri là lựa chọn thích hợp để trổ tài trong những dịp đặc biệt. Nước xốt dậy hương thơm cà ri kết hợp chút hương lá chanh tạo nên sức hấp dẫn khó cưỡng. Vị béo của nước cốt dừa được cân bằng bằng vị chua nhẹ của thơm chín, giúp món gà xào lạ miệng này thêm cân bằng và dễ tiêu hóa hơn.",25,Dễ,4,"Thịt gà cắt sợi, ướp 1/2M hành tỏi băm, 1/2m bột cà ri, 1m hạt nêm Aji-ngon®, 1M dầu hào, 2M nước cốt dừa, để thấm.
Xà lách tách lấy lá nguyên, rửa sạch, để ráo. Thơm cắt sợi nhỏ cỡ thịt gà. Hành tây cắt múi cau nhỏ. Lá chanh cắt nhuyễn.
Cho 1M dầu ăn vào chảo, cho hành tỏi vào xào thơm, cho thịt gà vào xào săn, nếm vị vừa ăn, cho thơm và hành tây vào xào chín.
Trộn đều lá chanh, ớt sừng với thịt gà. Tắt lửa.
Xếp lá xà lách ra dĩa (giống bông hoa), cho thịt gà trộn lá chanh, trang trí ớt sợi và rau thơm lên trên.",recipe_images/Gà_xào_cà_ri.jpg
Cá Rô Kho Cà Na,"Bạn có biết, món cà na muối dùng trong món kho có vị rất đặc trưng? Kết hợp trong món Cá rô kho cà na khá đơn giản, dễ làm và cực kỳ bắt cơm với thịt cá rô ngọt săn cùng cà na muối thấm vị hài hòa. Món ăn vô cùng bắt miệng và hấp dẫn này rất thích hợp cho một ngày mưa, khi cả nhà quây quần bên mâm cơm nóng!",30,Dễ,4,"Thịt ba chỉ cắt con chì, cá rô nhỏ để nguyên con. Uớp với 1/2m hạt nêm Aji-ngon®, 1/2m đường, 1m hành tím băm, 1/3m tiêu, để thấm.
Phi thơm 1M hành tím băm, cho thịt ba chỉ vào xào đến khi ra mỡ, thêm 1M đường, tiếp tục đảo đều cho thịt lên màu.
Trút cá rô vào, xóc đều, rồi cho cà na, ớt khoanh, nước dừa tươi đến khi nước cạn còn ½ thì cho 2M nước mắm vào, kho lửa nhỏ cho cá thấm gia vị.
Khi nước kho hơi sệt, tắt lửa, cho hành ngò.
Dùng nóng với cơm trắng.",recipe_images/Cá_rô_kho_cà_na.jpg
Salad Thịt Bò Chiên,"Bữa tiệc vị giác bắt đầu với xà lách xoong hăng nhẹ, củ sen cắt lát và khoai môn cau chiên giòn tan, quyện cùng vị xốt béo béo chua ngọt, thơm mùi gừng và mè rang. Đặc biệt, những sợi thịt bò đậm đà áo lớp bột chiên Aji-Quick® càng góp phần thăng hoa vị ngon của món ăn.",45,Dễ,4,"Thịt bò cắt sợi ướp 1/2m tiêu, 1/2M hạt nêm Aji-ngon® trộn đều để 10 phút cho thấm gia vị.
Khoai môn cau cắt thanh vuông 7li, dài 7cm. Củ sen cắt lát mỏng 2mm ngâm qua nước có pha ít giấm gạo lên men của Ajinomoto, vớt ra để ráo.
Pha xốt: trộn đều gừng và ớt băm, 1M nước mắm, 1M sữa đặc, 1M mè trắng rang giã bể, 4M xốt Mayonnaise Aji-Mayo®.
Đun nóng dầu cho khoai môn, củ sen vào chiên vàng giòn vớt ra để ráo dầu. Lăn thịt bò qua Aji-Quick® Bột Tẩm Khô Chiên Giòn, cho vào chiên chín vàng, vớt ra để nguội ráo dầu.
Trộn salad: xếp salad ở dưới, rồi cho củ sen xung quanh, lần lượt xếp khoai môn, thịt bò, ớt cắt sợi, sau đó rưới đều xốt lên trên. Cuối cùng rắc mè rang, rau húng lủi lên trên.
Khi ăn dùng đũa trộn đều.",recipe_images/Salad_thịt_bò_chiên.jpg
Lẩu Khoai Mỡ,"Với nguyên liệu là khoai mỡ, ngoài món canh quen thuộc, hôm nay bạn hãy biến tấu một chút và thực hiện một món lẩu thật lạ miệng nhé. Dù là một món chay nhưng các nguyên liệu kết hợp rất hài hòa và đầy đủ dinh dưỡng với nước súp thanh ngọt, viên khoai dẻo bùi, cá viên chay xừng xực, thơm thơm hạt sen bên trong kèm thêm nấm linh chi và rau đắng, thật là một món ăn hấp dẫn!",35,Dễ,4,"Khoai mỡ cắt khối vuông 1cm.
Rau đắng, nấm linh chi cắt chân, rửa sạch. Ngò gai cắt nhỏ.
Trộn đều giò sống chay với 1M ngò gai băm, 1m hạt nêm hạt nêm Aji-ngon® từ nấm hương và hạt sen, 1M boa rô phi, 1/4m tiêu, 1/2M bột năng, quết dẻo, chia thành các phần bằng nhau, cho hạt sen vào giữa vo viên tròn. Đun nóng dầu cho viên giò sống vào chiên sơ, vớt ra để riêng.
Phi thơm hành boa rô với dầu ăn, cho khoai mỡ vào xào sơ, rồi cho 2 lít nước dùng chay vào, đun sôi, thêm khoai mỡ, nêm 3M hạt nêm Aji-ngon® từ nấm hương và hạt sen, 1/2m bột ngọt AJI-NO-MOTO®, 1m đường, khuấy đều, nếm vị vừa ăn. Cho viên hạt sen, ngò gai vào nấu sôi trở lại, tắt lửa.
Múc nước khoai mỡ ra nồi lẩu, khi ăn cho nấm linh chi, rau đắng, ngò gai, sườn non chay chiên vào, ăn kèm với bún tươi, nước mắm chay và ớt cắt lát.",recipe_images/Lẩu_khoai_mỡ.jpg
Cá Nướng Mù Tạt,"Một món ngon tiêu chuẩn nhà hàng nhưng lại rất dễ làm mà bạn hoàn toàn có thể trổ tài thực hiện ngay tại nhà. Từng miếng cá nướng nóng hổi thơm phức, chắc thịt, còn giữ nguyên vị ngọt tự nhiên, quyện thêm chút hương cay nồng của mù tạt sẽ khiến món ăn càng thêm hấp dẫn đó!",45,Dễ,4,"Cá thu Nhật khứa nhiều đường trên mình cá, ướp với 1 lòng đỏ trứng, 2M nước tương “Phú Sĩ” 1m bột ngọt AJI-NO-MOTO®, 1/2m đường, 1M rượu trắng, 1M mù tạt vàng, để 30 phút cho thấm.
Mở lò 250 độ cho nóng. Cho cá vào lò nướng 20 phút đến khi chín. Khi nướng được khoảng 10 phút, trở cá quét một lớp xốt ướp lên, để cá chín có màu đẹp, tiếp tục nướng khoảng 10 phút nữa.
Pha sốt dầu giấm: cho 1/3m muối, 3m tiêu, 1M đường, 1M nước, 2M giấm gạo lên men của Ajinomoto, 1M dầu. Khuấy đều.
Cho cá ra dĩa, sắp xếp bắp cải, dưa leo, cà chua bi, húng quế, rưới xốt dầu giấm lên trên rau.
Dùng nóng với salad. Chấm kèm nước tương.",recipe_images/Cá_nướng_mù_tạt.jpg
Gỏi Xoài Cá Cơm Chiên,"Xoài không chỉ là loại trái cây “ăn chơi”, mà hoàn toàn có thể góp mặt trong bữa cơm của gia đình bạn như một loại gỏi ăn bổ sung vitamin và chất xơ. Vị chua ngọt thanh nhẹ, thơm mùi chanh dây kết hợp cùng độ giòn của cá chiên cho món ăn vừa lạ miệng, vừa đỡ ngán.",30,Dễ,4,"Xoài gọt vỏ,cắt sợi, bỏ vào ngăn mát tủ lạnh. Hành tây, cần tây cắt lát mỏng, ngâm nước đá 15 phút, vớt ra để ráo nước.
Lá cần tây, húng lũi nhặt rửa sạch. Ớt sừng cắt sợi nhỏ. Hạt điều giã sơ.
Nước trộn gỏi: Hòa tan 4M nước chanh dây, 2M nước mắm, 2M đường, 1/3m bột ngọt AJI-NO-MOTO®, 2M nước lọc và 1M tỏi ớt băm. Cho 1M nước gỏi vào hành tây, cần tây, để 5 phút cho thấm.
Cá cơm rửa sạch, để ráo. Tẩm cá cơm qua Aji-Quick® Bột Tẩm Khô Chiên Giòn, cho vào dầu nóng, chiên vàng giòn, vớt ra để ráo dầu.
Cho xoài, hành tây, cần tây, ớt sừng, lá cần tây, húng lũi, hành tím phi và nước trộn gỏi vào trộn đều.
Cho hỗn hợp rau ra đĩa, thêm cá cơm chiên và hạt điều rang lên. Trộn đều trước khi ăn.",recipe_images/Gỏi_xoài_cá_cơm_chiên.jpg
Cá Chuồn Kho Mít Non,"Thịt cá chín mềm, beo béo kết hợp với mít non hơi chát nhưng rất hài hoà tạo nên hương vị dân dã vô cùng ấn tượng. Rưới thêm nước kho đậm đà, chua nhẹ cay nồng thơm mùi hành tiêu và ăn cùng cơm trắng, cả nhà đã có một bữa thịnh soạn lạ miệng vô cùng.",45,Dễ,4,"Giã nhuyễn hỗn hợp gia vị gồm: 3 đầu hành lá, 2 trái ớt hiểm.
Cá cắt làm đôi, thịt ba chỉ cắt khối 1cm, ướp với gia vị đã giã và 1m bột ngọt AJI-NO-MOTO®, 1m muối, 1m ớt bột, 2M nước mắm. Hai đầu hành còn lại giã dập nhét vào bụng cá.
Hành lá cắt khúc 1cm. Mít cắt khối 3 – 4cm.
Kho cá với lửa vừa đến khi nước kho sánh lai, thêm cà chua bi kho tiếp 2 phút, cuối cùng thêm hành lá.
Phi nóng 1M dầu ăn, cho 1/2 lượng cà chua cắt hạt lựu vào xào, nêm 1/2m đường, 1m muối, xào cho cà mềm, cho cá và thịt vào đảo vừa săn lại, thêm 1M nước màu điều, cho 2/3 chén nước mía và 1 chén nước vào săm sắp mặt cá, cho mít, phần cà chua còn lại và 2 trái ớt hiểm đập dập vào.
Múc cá ra đĩa, ăn kèm với cơm nóng.",recipe_images/Cá_chuồn_kho_mít_non.jpg
Thịt Ba Rọi Nướng Lá Chanh,"Thịt ba rọi chín mềm, thấm gia vị với vị ngọt của thịt và lá chanh thơm lừng sẽ là món ngon để cả nhà cùng đổi vị cho bữa cơm gia đình. Thêm chút nước xốt thơm mùi kiệu chua, đây cũng có thể là món “nhậu” nhâm nhi cho nhóm bạn hàn thuyên cuối tuần đó!",45,Dễ,4,"Thịt ba rọi khứa nhẹ phần da, chia làm bốn miếng, mỗi miếng cắt đôi theo chiều dọc, giữ nguyên phần da không cắt rời. Cắt nhỏ 1/2 lượng lá chanh.
Cho lá chanh cắt nhỏ, sả bào, ớt, hành tím, tỏi, 1M bột ngọt AJI-NO-MOTO® vào cối giã nhuyễn, cho vào 1M mật ong, 1M dầu ăn, 4M nước mắm vào khuấy đều.
Dùng hỗn hợp này ướp thịt, thoa đều xốt lên thịt. Phần xốt còn lại cho vào giữa miếng thịt kẹp lại để 20 phút cho thịt thấm gia vị.
Khuấy xốt chấm kèm: Khuấy đều 1M đường, 4M nước tương “Phú Sĩ”, 2M nước lọc, cho 2M kiệu chua vào.
Đặt hai miếng lá chuối lên khay nướng, xếp phần lá chanh còn lại lên, sau đó xếp thịt ba rọi rồi cho vào lò nướng, nướng ở nhiệt độ 220 độ C trong 20 phút. Thỉnh thoảng trở đều để thịt chín vàng hai mặt.
Cắt thịt ba rọi ra thành miếng nhỏ, cuộn kèm bánh tráng phơi sương, rau rừng, dưa leo, cà rốt và đu đủ bóp chua, chấm kèm nước tương pha.",recipe_images/Thịt_ba_rọi_nướng_lá_chanh.jpg
Chả Giò Ngũ Vị,"Chả giò ngũ vị sẽ là món ngon làm “chao đảo” bữa cơm tuần này, bởi độ giòn rụm, cắn vào là ngập nhân bùi bùi của khoai lang, trứng muối béo nhẹ. Thơm mùi thịt bò, cần tây, lại được chấm cùng 2 loại sốt vô cùng tinh tế, khó ai có thể cưỡng lại chả giò ngũ vị đó nha!",35,Dễ,4,"Khoai lang bào sợi chiên vàng giòn. Củ năng cắt sợi nhỏ. Lòng đỏ trứng muối cắt miếng nhỏ. 1 quả trứng gà đánh tan.
Trộn đều thịt bò xay với giò sống, 1 quả trứng gà, củ năng, khoai lang chiên, hành tỏi phi, cọng cần tàu, với 1m bột năng, 1/2m bột ngũ vị hương, 2m bột ngọt AJI-NO-MOTO®, 1/2m muối, 1M đường, 1M nước tương “Phú Sĩ”.
Đặt da bò bía lên dĩa cho nhân thịt bò vào, xếp lòng đỏ trứng muối, ớt sợi, hành lá trên cùng, phết trứng gà lên bánh bò bía, gấp hai bên vào và cuộn lại.
Làm nóng dầu cho cuốn chả giò vào chiên chín vàng, vớt ra để lên giấy thấm dầu.
Xốt chấm: trộn đều 2M xốt Mayonnaise Aji-Mayo®, 3M tương ớt chua ngọt, 1/2M ớt tabasco đỏ.
Xếp chả giò ra chấm xốt đã pha và dùng kèm rau xà lách.",recipe_images/Chả_giò_ngũ_vị.jpg
Bò Cuộn Rau Củ,"Từng miếng bò cuộn với vị ngọt của rau củ, hương thơm của lá hương thảo và vị đậm đà, ngọt tự nhiên của thịt bò khiến món ăn trở nên thật quyến rũ. Món ngon đãi cả nhà vừa hấp dẫn vừa đơn giản, lại còn giúp bé ăn nhiều rau củ hơn, còn chần chừ gì mà không vào bếp ngay nào!",20,Dễ,4,"Ba chỉ bò ướp với ít muối, tiêu. Ớt chuông cắt sợi mỏng. Bí ngòi cắt cọng dài. Hành tây cắt lát mỏng.
Đun nóng dầu ăn, cho rau củ vào xào nhanh với lửa lớn, nêm 1/3m hạt nêm Aji-ngon®, ít tiêu, đảo đều rồi tắt lửa, cho 1 nhánh lá hương thảo băm vào, trộn đều.
Pha xốt chấm: Hòa tan hỗn hợp 1m đường, 1M giấm gạo lên men của Ajinomoto, 3M nước tương “Phú Sĩ”, 1M rượu vang đỏ. Phi thơm 1 nhánh lá hương thảo vào, rồi cho hỗn hợp xốt vào, đun lửa nhỏ đến khi sốt hơi sệt lại, cho ớt băm vào, rồi cho ra chén, để nguội.
Trải thịt bò ra, cho rau củ vào cuộn tròn. Cho ít dầu vào chảo, rồi cho cuộn bò vào nướng áp chảo, cho phần lá hương thảo còn lại vào đến khi chín tới.
Cho cuộn bò ra dĩa, chấm kèm với xốt nước tương.",recipe_images/Bò_cuộn_rau_củ.jpg
